PERMNO,HCOMNAM,HTSYMBOL,HNAICS
12477,WALKER & DUNLOP INC,WD,522292
12478,YOUKU TUDOU INC,YOKU,519130
12479,AUSTRALIA ACQUISITION CORP,AAC,523910
12480,A C N B CORP,ACNB,522110
12481,BONA FILM GROUP LIMITED,BONA,512110
12484,CHINA SHENGDA PACKAGING GRP INC,CPGI,517110
12485,6D GLOBAL TECHNOLOGIES INC,SIXD,213114
12486,DYNASIL CORPORATION OF AMERICA,DYSL,327110
12487,HOME FEDERAL BANCORP INC LA,HFBL,522110
12488,SEMILEDS CORP,LEDS,334413
12489,SKY MOBI LIMITED,MOBI,511210
12490,INTERNATIONAL BUSINESS MACHS COR,IBM,541512
12492,OSSEN INNOVATION CO LTD,OSN,331110
12493,QAD INC,QADA,511210
12494,RIGNET INC,RNET,517110
12495,S G O C O GROUP LTD,SGOC,334419
12496,UNI PIXEL INC,UNXL,334419
12497,ASSEMBLY BIOSCIENCES INC,ASMB,541710
12498,ANCHOR BANCORP WA,ANCB,522120
12499,B C D SEMICONDUCTOR MANUFACT LTD,BCDS,334413
12500,DIANA CONTAINERSHIPS INC,DCIX,483111
12501,FAIRPOINT COMMUNICATIONS INC,FRP,517911
12502,OCONEE FEDERAL FINANCIAL CORP,OFED,522110
12503,NAVISTAR INTERNATIONAL CORP,NAV,336211
12505,OXFORD LANE CAPITAL CORP,OXLC,525990
12506,TIBET PHARMACEUTICALS INC,TBET,541710
12507,VELTI PLC,VELT,511210
12508,VANGUARD STAR FUNDS,VXUS,525910
12509,WOLVERINE BANCORP INC,WBKC,551111
12510,ADVISORSHARES TRUST,HDGE,525990
12513,AMERICAN ASSETS TRUST INC,AAT,531190
12514,AVENUE INCOME CREDIT STRATS FD,ACP,525990
12515,BANKUNITED INC,BKU,522120
12516,BLACKSTONE GSO LG SHT CR INC FD,BGX,525990
12517,CLAYMORE E T F TRUST,BSJF,525990
12518,CLAYMORE E T F TRUST,BSJE,525990
12519,CLAYMORE E T F TRUST,BSJD,525990
12520,CLAYMORE E T F TRUST,BSJC,525990
12521,DEMAND MEDIA INC,DMD,541512
12522,E T F S ASIAN GOLD,AGOL,525910
12523,GAMCO NATURAL RES GOLD & INC TR,GNT,525990
12524,GLOBAL X FUNDS,EMGX,525990
12525,GLOBAL X FUNDS,EMVX,525990
12526,GLOBAL X FUNDS,ALUM,525990
12527,IBIO INC,IBIO,325412
12528,MEDLEY CAPITAL CORP,MCC,525990
12529,PAX WORLD FUNDS TRUST II,EAPS,525910
12530,PROSHARES TRUST II,VIXM,525990
12531,PROSHARES TRUST II,VIXY,525990
12532,RYDEX E T F TRUST,EWAC,525990
12533,SPDR SERIES TRUST,XTL,525990
12534,SPDR SERIES TRUST,XHE,525990
12535,SCHWAB STRATEGIC TRUST,SCHM,525990
12536,SCHWAB STRATEGIC TRUST,SCHH,525990
12537,WISDOMTREE TRUST,WDTI,525990
12540,ADECOAGRO S A,AGRO,111110
12541,INTERXION HOLDING N V,INXN,518210
12542,NIELSEN N V,NLSN,541611
12543,APOLLO SENIOR FLTG RATE FUND INC,AFT,525990
12544,CHINA CENTURY DRAGON MEDIA INC,CDM,541830
12545,FACTORSHARES 2X SP500 BL TBND BR,FSE,525990
12546,INCO LTD,N,212234
12548,FACTORSHARES 2X TBND BL SP500 BR,FSA,525990
12549,FACTORSHARES 2X SP500 BL USD BR,FSU,525990
12550,FACTORSHARES 2X OIL BL SP500 BR,FOL,525990
12551,FACTORSHARES 2X GOLD BL SP500 BR,FSG,525990
12552,GLOBAL X FUNDS,ASEA,525990
12553,GLOBAL X FUNDS,AND,525990
12556,GREAT PANTHER SILVER LTD,GPL,212221
12557,IMPERIAL HOLDINGS INC,IFT,522291
12558,KINDER MORGAN INC,KMI,221210
12559,NEOPHOTONICS CORP,NPTN,334413
12560,NUVEEN ENERGY M L P TOTAL RET FD,JMF,525990
12561,PROSHARES TRUST,TPS,525990
12564,SPDR INDEX SHARES FUNDS,EDIV,525990
12565,SPDR INDEX SHARES FUNDS,EBND,525990
12566,SUMMIT HOTEL PROPERTIES INC,INN,531120
12567,TEUCRIUM COMMODITY TRUST,NAGS,525910
12568,TEUCRIUM COMMODITY TRUST,CRUD,525910
12569,WESTERN COPPER & GOLD CORP,WRN,212234
12570,I T T CORP,ITT,333911
12572,ZUOAN FASHION LTD,ZA,315220
12573,ACELRX PHARMACEUTICALS INC,ACRX,541710
12574,B G MEDICINE INC,BGMD,621511
12575,ENDOCYTE INC,ECYT,541710
12576,EPOCRATES INC,EPOC,511210
12577,FLUIDIGM CORP,FLDM,334513
12578,FIRST TRUST E T F II,FONE,525990
12579,GEVO INC,GEVO,541710
12580,KIPS BAY MEDICAL INC,KIPS,334510
12581,MMODAL INC,MODL,561410
12582,POINTS INTERNATIONAL LTD,PCOM,541511
12583,PACIRA PHARMACEUTICALS INC,PCRX,541710
12584,SOLAR SENIOR CAPITAL LTD,SUNS,525990
12585,SWISHER HYGIENE INC,SWSH,311520
12586,TRUNKBOW INTERNATIONAL HLDGS LTD,TBOW,511210
12587,TORNIER N V,TRNX,339113
12588,U S CONCRETE INC,USCR,327999
12591,APOLLO GLOBAL MANAGEMENT LLC,APO,523920
12592,BACTERIN INTERNATIONAL HLDGS INC,BONE,339113
12593,BLACKROCK RESOUR & COMM STRAT TR,BCX,525990
12594,DIREXION SHARES E T F TRUST,TYNS,525990
12595,DIREXION SHARES E T F TRUST,SAGG,525990
12596,DIREXION SHARES E T F TRUST,TYBS,525990
12599,EXTORRE GOLD MINES LTD,XG,212221
12600,FOCUSSHARES TRUST,FMU,525990
12601,FOCUSSHARES TRUST,FLG,525990
12602,FOCUSSHARES TRUST,FMM,525990
12603,FOCUSSHARES TRUST,FUI,525990
12604,FOCUSSHARES TRUST,FTQ,525990
12605,FOCUSSHARES TRUST,FRL,525990
12606,FOCUSSHARES TRUST,FOS,525990
12607,FOCUSSHARES TRUST,FIL,525990
12608,FOCUSSHARES TRUST,FHC,525990
12609,FOCUSSHARES TRUST,FFL,525990
12610,FOCUSSHARES TRUST,FEG,525990
12611,FOCUSSHARES TRUST,FCD,525990
12612,FOCUSSHARES TRUST,FCL,525990
12613,FOCUSSHARES TRUST,FCQ,525990
12614,FOCUSSHARES TRUST,FBM,525990
12615,FUTUREFUEL CORP,FF,325199
12616,GLOBAL X FUNDS,XOIL,525990
12617,GLOBAL X FUNDS,GGGG,525990
12620,GLOBAL X FUNDS,JUNR,525990
12621,GLOBAL X FUNDS,ARGT,525990
12622,H C A HOLDINGS INC,HCA,622110
12623,HUNTINGTON INGALLS INDS INC,HII,336611
12624,INDEXIQ E T F TRUST,CROP,525990
12625,ISHARES TRUST,HDV,525910
12628,ISHARES TRUST,MCHI,525910
12629,MAGNACHIP SEMICONDUCTOR CORP,MX,334413
12630,MARKET VECTORS E T F TRUST,COLX,525990
12631,POWERSHARES E T F TRUST II,BKLN,525990
12632,PROSHARES TRUST,IGS,525990
12633,PROSHARES TRUST,SJB,525990
12636,QIHOO 360 TECHNOLOGY CO LTD,QIHU,511210
12637,EMERALD OIL INC,EOX,512110
12638,WISDOMTREE TRUST,ALD,525990
12639,CORNERSTONE ONDEMAND INC,CSOD,511210
12640,SERVICESOURCE INTERNATIONAL INC,SREV,561990
12641,AIR LEASE CORP,AL,532490
12644,C V R PARTNERS LP,UAN,325311
12645,ELLIE MAE INC,ELLI,511210
12646,FIRST TR EXCH TRD ALPHADEX FD II,FPA,525910
12647,FIRST TR EXCH TRD ALPHADEX FD II,FEP,525910
12648,FIRST TR EXCH TRD ALPHADEX FD II,FLN,525910
12649,FIRST TR EXCH TRD ALPHADEX FD II,FBZ,525910
12650,KANSAS CITY SOUTHERN,KSU,482111
12651,FIRST TR EXCH TRD ALPHADEX FD II,FCA,525910
12652,FIRST TR EXCH TRD ALPHADEX FD II,FJP,525910
12653,FIRST TR EXCH TRD ALPHADEX FD II,FKO,525910
12654,FIRST TR EXCH TRD ALPHADEX FD II,FDT,525910
12655,FIRST TR EXCH TRD ALPHADEX FD II,FEM,525910
12656,FIRST TR EXCH TRD ALPHADEX FD,FNY,0
12657,FIRST TR EXCH TRD ALPHADEX FD,FNK,0
12658,FIRST TR EXCH TRD ALPHADEX FD,FYC,0
12659,FIRST TR EXCH TRD ALPHADEX FD,FYT,0
12660,G N C HOLDINGS INC,GNC,454111
12661,GLOBAL X FUNDS,WSTE,525990
12662,VOYA EMERG MKTS HI INC DIV EQ FD,IHD,525990
12663,LONCOR RESOURCES INC,LON,212221
12664,MARKET VECTORS E T F TRUST,GERJ,525990
12665,MARKET VECTORS E T F TRUST,RSXJ,525990
12666,MARKET VECTORS E T F TRUST,FLTR,525990
12667,MEDGENICS INC,MDGN,541710
12668,PREFERRED APARTMENT CMNTYS INC,APTS,525990
12671,PROSHARES TRUST,TBZ,525990
12672,PROSHARES TRUST,TBX,525990
12673,PROSHARES TRUST,UJB,525990
12674,PROSHARES TRUST,IGU,525990
12675,SPDR SERIES TRUST,CBND,525990
12676,SPDR SERIES TRUST,HYMB,525990
12679,SANDRIDGE MISSISSIPPIAN TRUST I,SDT,525990
12680,SEQUANS COMMUNICATIONS S A,SQNS,334413
12681,STAG INDUSTRIAL INC,STAG,531312
12682,T M S INTERNATIONAL CORP,TMS,541330
12683,TESORO LOGISTICS L P,TLLP,324110
12684,ARCOS DORADOS HOLDINGS INC,ARCO,722513
12687,BOX SHIPS INC,TEU,483111
12688,FRANKLIN FINANCIAL CORP VA,FRNK,522120
12689,GOLAR L N G PARTNERS L P,GMLP,483111
12690,G S V CAPITAL CORP,GSVC,523910
12691,RESPONSYS INC,MKTG,541511
12692,MISSION NEWENERGY LTD,MNEL,324110
12693,PENNANTPARK FLOATING RT CAP LTD,PFLT,525990
12695,SAGENT PHARMACEUTICALS INC,SGNT,325412
12696,STATE BANK FINANCIAL CORP,STBZ,522110
12697,FIRSTHAND TECHNOLOGY VAL FD INC,SVVC,525990
12698,OCERA THERAPEUTICS INC,OCRX,541720
12699,21VIANET GROUP INC,VNET,518210
12700,ZIPCAR INC,ZIP,532111
12717,SPDR SERIES TRUST,XTN,525990
12718,BROOKFIELD RESIDENTIAL PPTYS INC,BRP,531110
12719,ACTIVE NETWORK INC,ACTV,541199
12720,CHINA ZENIX AUTO INTL LTD,ZX,331110
12725,DIREXION SHARES E T F TRUST,COWS,525990
12726,DIREXION SHARES E T F TRUST,COWL,525990
12727,DIREXION SHARES E T F TRUST,RUSS,525990
12728,DIREXION SHARES E T F TRUST,RUSL,525990
12729,FIRST TR EXCH TRD ALPHADEX FD,FMK,0
12732,GLOBAL X FUNDS,SOIL,525990
12733,GLOBAL X FUNDS,MEXS,525990
12734,GLOBAL X FUNDS,VROM,525990
12735,GLOBAL X FUNDS,EATX,525990
12736,GLOBAL X FUNDS,FISN,525990
12737,INDEXIQ E T F TRUST,HKK,525990
12738,INDEXIQ E T F TRUST,IOIL,525990
12739,ISHARES TRUST,ITIP,525910
12740,ISHARES TRUST,GTIP,525910
12741,JOHN HANCOCK HEDGED EQ & INC FD,HEQ,525990
12742,LINKEDIN CORP,LNKD,519190
12743,LONE PINE RESOURCES INC,LPR,211111
12744,MARKET VECTORS E T F TRUST,EMAG,525990
12745,N G L ENERGY PARTNERS L P,NGL,424710
12746,N Q MOBILE INC,NQ,511210
12747,NEW MOUNTAIN FINANCE CORP,NMFC,525990
12748,NUVEEN SHORT DUR CR OPPTYS FD,JSD,525990
12751,PHOENIX NEW MEDIA LTD,FENG,519130
12752,POWERSHARES E T F TRUST II,CVRT,525990
12753,POWERSHARES E T F TRUST II,SPLV,525990
12754,POWERSHARES E T F TRUST II,SPHB,525990
12755,QUEST RARE MINERALS LTD,QRM,213114
12756,R L J LODGING TRUST,RLJ,525990
12758,U S ECOLOGY INC,ECOL,562211
12759,RENREN INC,RENN,519130
12760,REVETT MINING CO INC,RVM,212222
12761,RUSSELL E T F TRUST,SHMO,523930
12762,RUSSELL E T F TRUST,SHVY,523930
12763,RUSSELL E T F TRUST,SLVY,523930
12764,RUSSELL E T F TRUST,SHBT,523930
12767,RUSSELL E T F TRUST,SLBT,523930
12768,RUSSELL E T F TRUST,HMTM,523930
12769,RUSSELL E T F TRUST,HVOL,523930
12770,RUSSELL E T F TRUST,LVOL,523930
12771,RUSSELL E T F TRUST,HBTA,523930
12772,RUSSELL E T F TRUST,LBTA,523930
12775,RUSSELL E T F TRUST,LWPE,523930
12776,RUSSELL E T F TRUST,EQIN,523930
12777,RUSSELL E T F TRUST,CNTR,523930
12778,RUSSELL E T F TRUST,GRPC,523930
12779,RUSSELL E T F TRUST,CONG,523930
12780,RUSSELL E T F TRUST,AGRG,523930
12781,LACLEDE GROUP INC,LG,221210
12782,SALIENT M L P & ENERGY INFRA FD,SMF,525990
12783,THERMON GROUP HOLDINGS INC,THR,541330
12784,T 3 MOTION INC,TTTM,336999
12785,UNIVERSAL AMERICAN CORP NEW,UAM,524113
12786,V O C ENERGY TRUST,VOC,211111
12787,FREESCALE SEMICONDUCTOR LTD,FSL,334413
12788,KOSMOS ENERGY LTD,KOS,211112
12789,AMPIO PHARMACEUTICALS INC,AMPE,237210
12791,JIAYUAN COM INTERNATIONAL LTD,DATE,812990
12792,GLOBAL EAGLE ENTERTAINMENT INC,ENT,541511
12793,FRIENDFINDER NETWORKS INC,FFN,519130
12794,PRIME ACQUISITION CORP,PACQ,523910
12795,R P X CORP,RPXC,533110
12796,SPIRIT AIRLINES INC,SAVE,481111
12797,SOLAZYME INC,SZYM,221112
12798,BOINGO WIRELESS INC,WIFI,517210
12799,YANDEX N V,YNDX,519130
12826,FIRST TRUST E T F II,CARZ,525990
12827,GLOBAL X FUNDS,CNPF,525990
12828,A G MORTGAGE INVESTMENT TR INC,MITT,525990
12831,ADVISORSHARES TRUST,MATH,525990
12832,ADVISORSHARES TRUST,FWDB,525990
12833,ADVISORSHARES TRUST,FWDI,525990
12834,ADVISORSHARES TRUST,FWDD,525990
12835,BANKRATE INC DE,RATE,323111
12836,CLAYMORE E T F TRUST 2,ABCS,525990
12839,CLEARBRIDGE ENERGY M L P OPP FD,EMO,525990
12840,COMSTOCK MINING INC,LODE,212221
12841,D B X ETF TRUST,DBEM,525990
12842,D B X ETF TRUST,DBEF,525990
12843,D B X ETF TRUST,DBBR,525990
12844,D B X ETF TRUST,DBGR,525990
12847,D B X ETF TRUST,DBJP,525990
12848,DIREXION SHARES E T F TRUST,MATL,525990
12849,DIREXION SHARES E T F TRUST,MATS,525990
12850,DIREXION SHARES E T F TRUST,TOTS,525990
12851,DIREXION SHARES E T F TRUST,SICK,525990
12852,DIREXION SHARES E T F TRUST,CURE,525990
12855,E G A EMERGING GLOBAL SHARES TR,LGEM,525990
12856,E G A EMERGING GLOBAL SHARES TR,GGEM,525990
12857,E G A EMERGING GLOBAL SHARES TR,VGEM,525990
12858,E G A EMERGING GLOBAL SHARES TR,HGEM,525990
12859,E G A EMERGING GLOBAL SHARES TR,IGEM,525990
12860,E G A EMERGING GLOBAL SHARES TR,QGEM,525990
12863,E G A EMERGING GLOBAL SHARES TR,UGEM,525990
12864,E G A EMERGING GLOBAL SHARES TR,TGEM,525990
12865,FUSION I O INC,FIO,334111
12866,GLOBAL X FUNDS,BARN,525990
12867,GLOBAL X FUNDS,SDIV,525990
12868,INDEXIQ E T F TRUST,ROOF,525990
12869,INDEXIQ E T F TRUST,RSUN,525990
12870,ISHARES TRUST,FLOT,525910
12871,C S I COMPRESSCO L P,CCLP,213112
12872,MARATHON PETROLEUM CORP,MPC,324110
12873,PANDORA MEDIA INC,P,519130
12874,PIMCO E T F TRUST,HYS,525990
12875,POWERSHARES E T F TRUST,PXLG,525990
12876,POWERSHARES E T F TRUST,PXLV,525990
12877,H C 2 HOLDINGS INC,HCHC,517911
12878,TAOMEE HOLDINGS LTD,TAOM,519130
12879,VANGUARD HEALTH SYSTEMS INC,VHS,622310
12880,A M C NETWORKS INC,AMCX,515210
12881,A P I TECHNOLOGIES CORP,ATNY,212221
12882,HOMEAWAY INC,AWAY,519130
12883,CRUMBS BAKE SHOP INC,CRMB,311812
12884,FIRST CONNECTICUT BANCORP INC MD,FBNK,522110
12885,FIDUS INVESTMENT CORP,FDUS,525990
12886,GRIFOLS S A,GRFS,325411
12887,KIOR INC,KIOR,211112
12890,THERATECHNOLOGIES INC,THER,325412
12891,WI LAN INC,WILN,334220
12892,AMERICAN MIDSTREAM PARTNERS L P,AMID,486110
12893,APOLLO RESIDENTIAL MORTGAGE INC,AMTG,525990
12894,C & J ENERGY SERVICES LTD,CJES,213112
12895,DUFF & PHELPS GLBL UTIL INC FD I,DPG,525990
12898,INDEXIQ E T F TRUST,EMER,525990
12899,MARKET VECTORS E T F TRUST,XMPT,525990
12900,OILTANKING PARTNERS L P,OILT,213112
12901,PRECIDIAN ETFS TRUST,NKY,525990
12902,PROSHARES TRUST,HDG,525990
12903,SARATOGA RESOURCES INC,SARA,213112
12904,SCHWAB STRATEGIC TRUST,SCHZ,525990
12905,SUNCOKE ENERGY INC,SXC,331110
12906,SYNERGY RESOURCES CORP,SYRG,213112
12907,TEAVANA HOLDINGS INC,TEA,311920
12908,WESCO AIRCRAFT HOLDINGS INC,WAIR,336411
12911,WISDOMTREE TRUST,RRF,525990
12912,BIOLINERX LTD,BLRX,325412
12913,CHEFS WAREHOUSE INC,CHEF,722511
12914,DUNKIN BRANDS GROUP INC,DNKN,722511
12915,FRANCESCAS HOLDINGS CORP,FRAN,448120
12916,HAWAIIAN TELCOM HOLDCO INC,HCOM,517210
12919,HORIZON PHARMA PLC,HZNP,325412
12920,I F BANCORP INC,IROQ,522110
12921,STATE INVESTORS BANCORP INC,SIBC,522120
12922,SKULLCANDY INC,SKUL,334310
12923,FIRST TRUST E T F II,SKYY,525990
12924,TANGOE INC,TNGO,511210
12927,ZILLOW GROUP INC,Z,531311
12946,BROOKFIELD GLBL LIST INFR INC FD,INF,525990
12947,E G A EMERGING GLOBAL SHARES TR,HILO,525990
12948,E G A EMERGING GLOBAL SHARES TR,INCO,525990
12949,ISHARES INC,EEMS,525990
12950,ISHARES TRUST,TZY,525910
12951,ISHARES TRUST,TZW,525910
12952,LAKE SHORE GOLD CORP,LSG,213112
12953,MARKET VECTORS E T F TRUST,MORT,525990
12954,PRIMERO MINING CORP,PPP,212221
12955,RYDEX E T F TRUST,EWSM,525990
12956,RYDEX E T F TRUST,EWMD,525990
12957,SANDRIDGE PERMIAN TRUST,PER,211111
12959,AMBIENT CORP,AMBT,517110
12960,CARBONITE INC,CARB,541511
12961,PINGTAN MARINE ENTERPRISE LTD,PME,0
12962,C S R PLC,CSRE,334413
12963,FORBES ENERGY SERVICES LTD,FES,213111
12964,BLUE WOLF MONGOLIA HOLDINGS CORP,MNGL,551112
12965,AMERICAN CAPITAL MTG INVT CORP,MTGE,523920
12966,NAUTILUS MARINE ACQUISITION CORP,NMAR,0
12967,PALMETTO BANCSHARES INC,PLMT,0
12970,TUDOU HOLDINGS LTD,TUDO,512110
12971,JETPAY CORP,JTPY,0
12972,T I M PARTICIPACOES S A,TSU,517210
12973,CLAYMORE E T F TRUST 2,RMB,525990
12974,FIRST TRUST ENERGY INFRASTR FUND,FIF,525990
12975,FLEXSHARES TRUST,TILT,525990
12978,FLEXSHARES TRUST,GUNR,525990
12979,FLEXSHARES TRUST,TDTT,525990
12980,FLEXSHARES TRUST,TDTF,525990
12981,FORTUNE BRANDS HOME & SECUR INC,FBHS,337110
12982,FORTUNA SILVER MINES INC,FSM,212221
12983,F Q F TRUST,MOM,525990
12986,F Q F TRUST,CHEP,525990
12987,F Q F TRUST,BTAH,525990
12988,F Q F TRUST,SIZ,525990
12989,F Q F TRUST,QLT,525990
12990,F Q F TRUST,NOMO,525990
12991,F Q F TRUST,BTAL,525990
12994,FRANCO NEVADA CORP,FNV,212221
12995,POWERSHARES E T F TRUST II,DSUM,525990
12996,POWERSHARES E T F TRUST II,PFIG,525990
12997,SPDR SERIES TRUST,XHS,525990
12998,SPDR SERIES TRUST,XSW,525990
12999,SPDR SERIES TRUST,XAR,525990
13000,TEUCRIUM COMMODITY TRUST,CANE,525910
13001,TEUCRIUM COMMODITY TRUST,WEAT,525910
13002,TEUCRIUM COMMODITY TRUST,SOYB,525910
13003,AMERICAN REALTY CAPITAL PROP INC,ARCP,531110
13006,FARMERS NATIONAL BANC CORP,FMNB,522110
13007,L C N B CORP,LCNB,522110
13008,STARZ,STRZA,515210
13009,STARZ,STRZB,515210
13010,LIBERTY MEDIA CORP 2ND NEW,LSTZA,515210
13011,LIBERTY MEDIA CORP 2ND NEW,LSTZB,515210
13013,OCEAN RIG U D W INC,ORIG,211111
13014,POAGE BANKSHARES INC,PBSK,522110
13015,STUDENT TRANSPORTATION INC,STB,484110
13016,ADVISORSHARES TRUST,TTFS,525990
13017,CURRENCYSHARES CHIN RENMINBI TR,FXCH,525990
13018,EXELIS INC,XLS,334511
13019,GENIE ENERGY LTD,GNE,221210
13022,GUGGENHEIM EQUAL WT EN EQ INC FD,GEQ,525990
13023,ISHARES INC,LEMB,525990
13024,ISHARES INC,ACWV,525990
13025,ISHARES INC,EEMV,525990
13026,ISHARES TRUST,EFAV,525910
13027,ISHARES TRUST,USMV,525910
13028,MARKET VECTORS E T F TRUST,CHLC,525990
13029,PROSHARES TRUST II,SVXY,525990
13030,PROSHARES TRUST II,UVXY,525990
13031,PROSHARES TRUST II,KOLD,525990
13032,PROSHARES TRUST II,BOIL,525990
13033,SCHWAB STRATEGIC TRUST,SCHD,525990
13034,TORTOISE PIPELINE & ENER FD INC,TTP,525990
13035,XYLEM INC,XYL,333911
13036,A S B BANCORP INC,ASBB,522120
13037,B S B BANCORP INC MD,BLMT,522110
13038,BURCON NUTRASCIENCE CORP,BUR,325199
13041,LUMOS NETWORKS CORP,LMOS,517110
13042,RUSSELL E T F TRUST,SCLP,523930
13043,RUSSELL E T F TRUST,SCOG,523930
13044,RUSSELL E T F TRUST,SCTR,523930
13045,RUSSELL E T F TRUST,SGGG,523930
13046,UBIQUITI NETWORKS INC,UBNT,517410
13049,ZELTIQ AESTHETICS INC,ZLTQ,541710
13056,AMERICAN GREETINGS CORP,AM,323111
13076,BLACKROCK UTILITY & INFRASTR TR,BUI,525990
13077,CHESAPEAKE GRANITE WASH TRUST,CHKR,211111
13078,DIGITAL DOMAIN MEDIA GROUP INC,DDMG,325992
13079,ENDURO ROYALTY TRUST,NDRO,211111
13080,IMPERVA INC,IMPV,541511
13081,INVENSENSE INC,INVN,334511
13082,ISHARES TRUST,IPFF,525910
13083,L R R ENERGY L P,LRE,211112
13084,MANNING & NAPIER INC,MN,523930
13085,MARRIOTT VACATIONS WORLDWIDE COR,VAC,721110
13086,PIMCO E T F TRUST,AUD,525990
13087,PIMCO E T F TRUST,CAD,525990
13088,PIMCO E T F TRUST,BUND,525990
13089,POWERSHARES E T F TRUST II,KBWR,525990
13090,POWERSHARES E T F TRUST II,KBWI,525990
13091,POWERSHARES E T F TRUST II,KBWC,525990
13092,POWERSHARES E T F TRUST II,KBWB,525990
13093,RENTECH NITROGEN PARTNERS L P,RNF,325311
13094,RUSSELL E T F TRUST,XHMO,523930
13095,RUSSELL E T F TRUST,XLVO,523930
13096,RUSSELL E T F TRUST,XLBT,523930
13097,TIMMINS GOLD CORP,TGD,212221
13102,UNITED STATES CMDTY IND FD TR,CPER,525990
13103,DELPHI AUTOMOTIVE PLC,DLPH,423120
13104,PACIFIC DRILLING S A,PACD,213111
13105,ACADIA HEALTHCARE CO INC,ACHC,623210
13106,ANGIES LIST INC,ANGI,561450
13107,CLOVIS ONCOLOGY INC,CLVS,325412
13108,GROUPON INC,GRPN,541810
13109,INTERMOLECULAR INC,IMI,334413
13110,MATTRESS FIRM HOLDING CORP,MFRM,423210
13111,NEWLINK GENETICS CORP,NLNK,325412
13112,NORTEK INC,NTK,335210
13113,LILIS ENERGY INC,LLEX,336390
13114,GLOBAL X FUNDS,SOCL,525990
13115,ORCHARD SUPPLY HRDWRE STORES CP,OSH,444130
13116,BONANZA CREEK ENERGY INC,BCEI,211112
13117,DIREXION SHARES E T F TRUST,KNOW,525990
13118,DIREXION SHARES E T F TRUST,INSD,525990
13119,MAYTAG CORP,MYG,335224
13121,ELEPHANT TALK COMMUNICATIONS COR,ETAK,517110
13122,GLOBAL X FUNDS,GREK,525990
13123,CRESTWOOD MIDSTREAM PARTNERS LP,CMLP,424710
13124,LAREDO PETROLEUM INC,LPI,211111
13125,MARKET VECTORS E T F TRUST,RKH,525990
13126,MARKET VECTORS E T F TRUST,BBH,525990
13129,MARKET VECTORS E T F TRUST,OIH,525990
13130,MARKET VECTORS E T F TRUST,PPH,525990
13131,MARKET VECTORS E T F TRUST,RTH,525990
13132,MARKET VECTORS E T F TRUST,SMH,525990
13133,ROSE ROCK MIDSTREAM L P,RRMS,211111
13134,ROUSE PROPERTIES INC,RSE,531120
13137,SPDR SERIES TRUST,SST,525990
13138,SPDR SERIES TRUST,FLRN,525990
13139,SANCHEZ ENERGY CORP,SN,211112
13140,TASMAN METALS LTD,TAS,212299
13141,W P X ENERGY INC,WPX,211111
13142,MICHAEL KORS HOLDINGS LIMITED,KORS,315220
13145,GAZIT GLOBE LTD,GZT,531210
13159,FORTRESS BIOTECH INC,FBIO,622310
13160,JIVE SOFTWARE INC,JIVE,511210
13161,B D C A VENTURE INC,BDCV,523920
13162,MID CON ENERGY PARTNERS L P,MCEP,211111
13163,MEMORIAL PRODUCTION PARTNERS L P,MEMP,213112
13165,GLOBAL X FUNDS,QQQM,525990
13166,GLOBAL X FUNDS,QQQV,525990
13167,SYNERGY PHARMACEUTICALS INC,SGYP,325412
13168,TRIPADVISOR INC,TRIP,561520
13169,ZYNGA INC,ZNGA,334614
13170,ADVISORSHARES TRUST,ACCU,525990
13171,ADVISORSHARES TRUST,SSAM,525990
13172,BROOKFIELD CA OFFICE PROPERTIES,BOXC,531120
13173,DIREXION SHARES E T F TRUST,VLAT,525990
13174,DIREXION SHARES E T F TRUST,VSPY,525990
13175,DIREXION SHARES E T F TRUST,VSPR,525990
13176,DOUBLELINE OPPORTUN CREDIT FUND,DBL,525990
13177,EUNITS 2 YR U S MKT PARTICIP TR,ETUA,525990
13180,EURASIAN MINERALS INC,EMXX,211111
13181,GUIDEWIRE SOFTWARE INC,GWRE,334614
13182,ISHARES INC,URTH,525990
13183,ISHARES TRUST,EWSS,525910
13184,ISHARES TRUST,EWHS,525910
13185,JUST ENERGY GROUP INC,JE,523930
13188,POST HOLDINGS INC,POST,311211
13189,POWERSHARES E T F TRUST II,EELV,525990
13190,POWERSHARES E T F TRUST II,IDLV,525990
13191,PRETIUM RESOURCES INC,PVG,213114
13192,PROSHARES TRUST,FINF,525990
13193,PROSHARES TRUST,RINF,525990
13195,PROSHARES TRUST,GGOV,525990
13196,RADIANT LOGISTICS INC,RLGT,481112
13197,SPDR INDEX SHARES FUNDS,GMFS,525990
13198,BANK OF JAMES FINL GROUP INC,BOTJ,522110
13199,ISHARES INC,EEME,525990
13200,ISHARES TRUST,EEML,525910
13201,RENEWABLE ENERGY GROUP INC,REGI,334413
13202,VERASTEM INC,VSTM,325411
13203,WELLESLEY BANCORP INC,WEBK,522110
13204,ATLAS RESOURCE PARTNERS L P,ARP,211111
13206,CEMENTOS PACASMAYO S A A,CPAC,327310
13208,CLAYMORE E T F TRUST 2,TAN,525990
13209,CUSHING ROYALTY & INCOME FUND,SRF,525990
13210,EPAM SYSTEMS INC,EPAM,511210
13211,FIRST TR EXCH TRD ALPHADEX FD II,FGM,525910
13212,FIRST TR EXCH TRD ALPHADEX FD II,FCAN,525910
13213,FIRST TR EXCH TRD ALPHADEX FD II,FAUS,525910
13214,FIRST TR EXCH TRD ALPHADEX FD II,FKU,525910
